a,b,c,d
0.0842533310515905,3,2efcJOxE,false
0.9041472253859846,3,KlIEMFGV,false
0.6757878961602657,6,bJEBblI9,true
0.5229288854461989,4,8iR1Pogq,true
0.4682724844085826,10,QHpaEWFo,true
0.8352422577771583,4,JiNd1rJF,false
0.5387599442617443,8,ztpcIqlt,false
0.7875315378467056,8,TCsuAGrm,false
0.15895738167988305,1,95TTKIeX,false
0.7338608403616111,5,XgukJt9H,true
0.20283440442862677,9,VtzAZjXc,true
0.1875822518027357,10,PH8zioX5,true
0.9380384757364213,7,cYivTypf,false
0.9881535424195447,7,QrYlCXCR,true
0.136757618011645,1,r3CcP2t4,false
0.9926439709906656,6,G7Jtrva1,false
0.4578835069068419,10,7OrUnLfw,false
0.9061879715557979,10,ynWsV9ZV,true
0.22436317672588268,1,Phv7BSMY,true
0.014134440159414341,3,REGd5DxC,true
0.8002991624069937,5,z2xA9Wcv,false
0.9989583466725294,4,pvabQG4D,false
0.030562224495672474,4,j16BmcLV,false
0.8902622234256032,1,os9sCyAw,false
0.9751345872130561,5,d6QHtb18,true
0.33778968506625184,5,AhBpNugl,false
0.6033323207198031,7,5ImUR9e0,true
0.8296728992059286,5,jbCp0qcc,true
0.92638243864849,7,gFfi7Juf,true
0.8659548047346652,9,fdDeayr3,true
0.35601588051224375,5,nB4dpjIy,false
0.4852224487175225,10,tSkR2EAO,true
0.09469546919325778,4,U9sohvc8,false
0.4565231491118884,4,jfAalY4t,true
0.4566478096211437,3,Tj2nKPpi,false
0.32479115937960223,8,5rhYjRL8,false
0.8876468773419608,4,kStsyfo6,false
0.023615397932205795,4,1g4wbHcB,false
0.9532186904551141,8,lZQ5Xx0s,false
0.6617845833666434,7,wslcVLuW,false
0.2991046386447911,5,j0sV1Eix,false
0.1960272553166844,5,zcAkK5K5,false
0.13105866537283228,8,q6s937WO,true
0.5870738950244805,8,m6zXrZ64,true
0.0165912707405238,2,Wlf4JWqx,true
0.3931956767346776,5,tyzJmzzV,false
0.1975950437400591,7,4FoE1VEE,false
0.2740909435891481,7,znwvOGXZ,true
0.25320153325102734,5,T15xhzrR,true
0.8255227101050306,7,9et0lP3P,true
0.6083893375447613,6,V3MVnxIN,false
0.8164041578447001,2,aiTyREPD,false
0.21765416824126138,2,wvBgDhah,true
0.34085911650878864,1,Sdbc2Phx,true
0.2973699684681803,9,TiC6J9hu,false
0.9093666043183777,6,m8WfaWKw,false
0.6093659128634747,2,AXU6e9Yi,true
0.4694937536199906,2,vP0hZFfO,false
0.5012994562657427,5,J7QPu9Vk,false
0.8135100670070898,6,PpIIuUEJ,false
0.4573056198266823,7,8NBlXGW8,true
0.8683686791687713,4,HfB724iG,false
0.7180990770435383,1,j8ZodYvK,true
0.8676437477808232,5,q4Ak2JDx,true
0.9612584543832072,8,VAtyFlDR,false
0.05597446604588874,1,Xhet3hcK,true
0.1920139258782323,8,45JIX2i7,false
0.8405815833357888,3,FY9ELUTR,false
0.6193439419252327,5,4npXqHxC,true
0.6890475659752062,10,sCI4mc9C,true
0.8605531479334823,1,kTI2Poao,true
0.3772435887049521,9,fgM6e2Ct,true
0.8811972490913458,10,JrH3Wg0E,true
0.8154748934130809,2,43QFJh9F,true
0.5802155951399548,7,Ws48OHg0,false
0.5684629804190517,8,AinO2FCR,false
0.428788805700433,10,EYe216lP,true
0.13168201499327936,1,cn4ZywMT,true
0.6730169118285703,7,US5wCHg8,true
0.6590671153028218,8,KlmCl1kU,true
0.7540368473467953,9,fzhsFnAg,false
0.4310030417774966,10,6co7OXEA,false
0.6506568815074851,10,4A0FoAHM,false
0.34771462172297896,3,ODsdjiBf,true
0.7589428031856849,6,MtX4uoq4,false
0.7218984070998722,8,q9yUgJ2s,true
0.21655837605585693,7,aVo8fKeS,false
0.5832686309229067,1,Yph8ZMtU,false
0.22586226602496007,3,yi5s7Ozv,true
0.8489551199841527,7,bAMV7Ell,false
0.6652616860793952,2,fCLcrBh6,true
0.5338564955534757,2,bftCM3KF,false
0.014262317855149309,9,ObxhxKq2,true
0.292833846235099,1,R4gGqhVp,false
0.8198132021977205,1,0jMqeYrV,false
0.04299780958153554,4,YGIClP95,false
0.9871309878652623,10,l8IJe25n,false
0.46444798280030297,8,nCuotUjy,false
0.26869132850015287,7,hFharQ3a,true
0.6398749859629911,4,KSeG1KKZ,false
0.10297547974307153,6,xalCoOKD,false
0.18128715099321946,7,UU5VwKGK,true
0.6670814445841753,3,LNNUnQQe,true
0.6265935469036004,7,JlE6yCId,false
0.6906162522850796,8,7X3aYamO,true
0.28225185891480176,3,sBn34Fnd,true
0.7733063211290221,4,6PTKgUAX,false
0.3184295269938371,7,JF6uhIuP,false
0.7084949869668096,2,2z1omcEo,false
0.80428106455171,6,kbjMszlJ,true
0.8720271403971205,3,UaUIwRk4,false
0.3118585335928272,6,Bqr7Avmt,true
0.8643622265770188,6,2qgrre8S,false
0.7351856973411641,9,yRBDpI1v,false
0.814216570546858,4,1xvny0O6,true
0.8278792626089315,3,jR7YgVOf,false
0.8653382865468522,7,v2wxqgMS,true
0.4207001532219925,2,PXJKPxeG,true
0.12573190479649954,2,H2windPZ,true
0.8260148290515725,6,NH2F6w2m,false
0.08137878476434923,2,HlUP5mGg,true
0.5571262744861176,2,6XKZVLii,false
0.5128712219159757,8,qmP2kLsP,true
0.7290165223902507,1,mOgbVQdZ,false
0.6875710631686656,3,4LAuKMGe,true
0.6167207978635998,8,FfMN0caD,true
0.9383399128710299,9,GPiAipHy,true
0.946201714535138,8,l7oZVnCw,true
0.46269413945140414,6,VMUMhhHR,false
0.5009957563856249,9,xubmYWIe,true
0.9909643619518282,3,i9sVNGxx,false
0.18687088626994908,3,2HKgH7Hx,false
0.6345305631476836,2,xu3CEAfZ,false
0.23550841584999294,1,xfSvxlGm,true
0.6561063705474222,5,5ydWcHbI,true
0.0066732093499264344,5,BSvhFgm5,true
0.9194795519259862,10,PBJzrLEc,false
0.41246304958151514,7,tkIC0bpv,false
0.6585414057666921,3,nTxUUHPI,false
0.37701714486906734,10,49tivGm3,true
0.8240242680711625,10,ctGqbdFm,false
0.13522385632131972,9,lnJnx5qq,false
0.5628098663102039,2,stviPKl0,false
0.05065399003056825,4,kabTWv7N,true
0.5491477708357209,6,57OtLKzP,true
0.8763870055308409,3,iCgM1nc7,true
0.43491992874733376,4,Fgf0xenD,false
0.3830129292010569,2,iEPQLyzX,false
0.5227203983264739,10,XIKigZ8z,true
0.4129256067245417,2,HrkGOexg,true
0.41129809744194956,4,Om1rMUyo,false
0.8447345954025547,4,V0nlP8eb,false
0.07910237440967882,7,hclAbg1g,false
0.014147987497671988,6,tnkQPppz,true
0.5614139576572132,7,ooho7nYA,true
0.24287741815857555,6,8KimGsOl,true
0.2237964506074528,5,si9scwtT,true
0.8620772900518303,8,vLvkuX3M,true
0.6487754429309971,7,EiQ3476W,true
0.38886740140394505,6,k5RD7huM,false
0.4184597542416022,8,VkpexXML,true
0.5291844108149646,1,bMezeeVd,true
0.36216723952259766,9,YriDkwyr,true
0.6252607057547064,4,17x9cNQQ,false
0.5976851153318785,4,ibtWwWcK,true
0.8398044411937768,2,zHXurZKC,true
0.0936786185078129,6,kp1dK3yR,false
0.7415812263360848,6,6jWjkqQW,false
0.5729194864192262,6,u6i6Nz9n,true
0.4605926991123226,5,QTsjRHsc,false
0.18664574614898122,8,dY70MykD,false
0.47784826531416846,10,n75l4VSF,true
0.5694512842800601,4,YYFIfVU3,false
0.9494415958025779,4,yJx17lo1,false
0.47786638067452025,1,7vWPgKI0,false
0.3967228791766666,5,c0OsPepS,false
0.8355697993961488,8,7B9fi5sA,false
0.2364393029283498,10,qsZvdy1s,false
0.5468047200537254,5,PSqN2f0J,false
0.7904532497062706,8,hGqlbrTg,true
0.8879739050484314,5,ucWKaPTo,false
0.4911178007265411,6,jUhY1npx,true
0.912669723313875,6,JgNk0a3Z,false
0.6788474688761226,9,8W75eMQS,true
0.5959495489000379,5,aCeLReVw,true
0.916426107753308,3,jamO1oAL,true
0.5227815898595052,4,Mq8n8Ii6,true
0.6190009128020202,6,ofBx3sGz,true
0.04379251378435356,8,z0otdMd6,true
0.13907934284109968,5,DpUvdToJ,false
0.4747077734259073,5,TZxB6uyO,true
0.6913612154011128,6,MX5AFVeE,false
0.8825231841051673,7,vwugLgNa,true
0.19385189877449527,1,1oC8Qncu,false
0.6633458959245426,7,I1kWLNZo,true
0.3400202958985512,2,ZsdMDDFt,false
0.8837837066033813,10,TJfdTjHK,false
0.6132783755259121,3,Yy4Sfmzq,false
0.6682300875313203,9,1MHGIUDx,false
0.8971172058206456,10,V1Iq351A,true
0.9577740293007024,7,beG3NFgP,false
0.9372133129960862,5,wADpScu2,false
0.973059923071999,1,3UePjwNs,false
0.6522681220982773,7,zK1jg8KU,true
0.2192685922235864,4,Z6ALMEhY,false
0.09918916761350682,6,TzwFv2tj,false
0.8441914537676967,7,TscgN6lo,true
0.5596031137953568,4,SdFCU70V,true
0.4562156135066229,4,OxSKLz5D,true
0.0879585200578441,6,KivROfBc,false
0.48146725994037,8,0WzovKsc,false
0.9854386292535597,9,CZAXFroZ,false
0.2260811029686507,1,mVmS3wIy,false
0.06843468690464394,5,bysRfude,true
0.031202250247984287,2,0OcTtJPX,true
0.3540706129874738,9,0noWSQv0,false
0.21580758317704696,10,4IwBFy5F,false
0.5927023674538323,4,lwolkWT1,false
0.016410352127081085,3,MJOm8XV7,false
0.16528747489673656,7,NiZJbt09,false
0.8248484005286643,10,RVPJjc81,false
0.48950535437086806,4,0igQLFJ0,true
0.6555796282796615,7,Ok5K1L2X,true
0.5834304977940892,2,0oDXwnBT,true
0.3707582821834743,5,qS2Qz0No,false
0.8563556724590466,5,eJZP8pWx,true
0.36271555673289235,10,RCPVun5Y,false
0.8882913557999341,8,1OdxbvL4,false
0.8160211317401289,10,hg7d1pVM,false
0.4907734672891173,3,2DeXRZkh,false
0.7932336309700867,9,cNH6WsEr,true
0.45000927863582585,3,EGStvJie,false
0.8796520967488903,8,jue49x5L,false
0.5593118645891346,2,yGbFfRcy,false
0.4631940127260148,1,UO0bQM3Z,true
0.7068959457878994,10,E9abuqWx,true
0.5794315778023138,9,3TMNO1zS,false
0.31678634174878284,4,0aZ3Lma9,true
0.9756228547350414,2,c5eWBC1h,true
0.7333438311760783,8,4hjz43OA,false
0.6397132737209497,4,wtla4AgQ,false
0.5974278228086511,7,fwyIbrNc,true
0.5979452509573204,6,u0l5es0w,false
0.8085771480785486,7,8SCYvCVB,false
0.03638273026576577,6,1hqTZ0Gv,false
0.4366202248403026,3,ySCtloQP,true
0.7257415218263163,6,xOwoO46E,true
0.24321204144623487,8,eZBtxizn,false
0.6502004029941035,3,SnxGXkCV,false
0.7259418316019559,7,ZRQrER49,true
0.5955385783507909,10,j2DTE9LO,false
0.603553071658238,6,vnSMWZW2,true
0.3577433018660483,7,TGA944YW,false
0.40250850614877876,5,Cy4hJSw0,true
0.9095386441103455,10,cJlhgncA,false
0.6105508197337055,3,3L8At1tY,false
0.3049041641535055,8,TQ7MrMQr,false
0.5111941142923637,6,hzkUEJUb,false
0.36741083867422986,2,G4KbehOh,true
0.8547138380349828,1,VEPaErSw,true
0.5561144136296903,10,WzCWn0yY,true
0.8865901713888649,9,nbE0XQ3d,false
0.05778983219227851,4,VBJaJveA,false
0.22290058188549144,6,B2HfM9z9,true
0.7749753695966768,6,einSLcA0,false
0.16487709044546928,10,S0KDGX4X,true
0.04611149347982546,5,jumjzxdL,false
0.2614739064892,10,uBm23xom,true
0.3705888341451202,1,SmkvLdH7,false
0.37831166078365763,1,DZDHfC5n,false
0.9885397582856152,4,MDtB27r5,false
0.6277903959178825,2,8TgAHKEr,true
0.30704461686109275,5,zFtgz2gC,false
0.017349712986791443,3,5fPioIA4,false
0.4288507538904325,6,4MBwmHRa,false
0.9277911376770447,5,TAP8Oypq,true
0.9361030546891085,4,kczKgUc0,true
0.6755684274698246,9,gWxg9SfT,true
0.3299734516934174,1,MRlkag6i,false
0.009954431424630483,5,X3gf9UUX,true
0.6957357636775938,9,tdGP8NAY,false
0.9852877589653135,3,M0LapDkR,true
0.49618252489879966,2,spsUUOnj,false
0.7973202353394369,6,ETa72rFa,false
0.6695428378608981,2,BDx0mMoZ,false
0.8554713776048923,7,IrCGVHYL,false
0.3332557863176462,5,xNdeoQ0J,true
0.5216341968728209,4,qSGbijnj,true
0.9711608855897422,4,FyBs27u5,false
0.9133951867076804,3,8hcOPvwp,false
0.9558659283292379,10,3EuEkVFp,false
0.294400111771568,6,PxFPXMNn,false
0.018736853737076453,3,tQVFFbk6,true
0.36522199367259645,7,cM9UgeXD,false
0.5106920067609615,5,OcN9ZaIf,true
0.6207630172879559,6,yCnuqJtI,false
0.9156898269885334,3,mu6HUOct,false
0.9341132937771324,6,yJQitS4E,true
0.8172609314409005,5,Zw1458xk,false
0.640200158117286,3,CiDkX5DF,true
0.5551134421132098,10,d8n7NNwv,true
0.7557295545208687,4,ETCgB0pS,true
0.3544487405378023,6,LfiFxmIe,true
0.07155440162596816,7,uth6969b,false
0.29027088608372,8,TUv35RDQ,true
0.826495658295048,4,cRgAyc1i,false
0.39268646342869395,4,p3Hx313O,false
0.7778220046555187,7,6FeGyfbn,false
0.30613640258005903,4,YqFxYoQd,false
0.4656756974275793,1,1M7ke2iL,true
0.27113017493320246,7,TTMRZlPO,true
0.377666100786767,1,1eBYIWqH,false
0.5081941322676689,1,lVG3fXT2,true
0.8486650519803727,9,EmqMwLeP,true
0.8466185212606769,2,Aj6EPzwY,false
0.4442490769095082,6,BWKaMuuQ,true
0.7225170670400074,5,hOVChaPo,true
0.7555819153079153,2,YXudTn96,true
0.17805711552434755,5,RpQpWBHe,true
0.07227031952258356,8,2U0jO7xY,false
0.5371842127824458,5,Za4qjjh8,true
0.5495471033011512,1,Ssfz1VcY,true
0.30923185504111306,8,bfoatmZX,true
0.8828879985389415,7,soslFAeU,true
0.06823692968869577,10,cGt8w7dC,true
0.09824207571605181,8,MGau3kQe,false
0.354270981297395,4,0G4dYIfO,true
0.0243809823693244,5,AP54Qy9i,false
0.0816431088758589,4,AVDcVLtE,false
0.41024801073503525,6,yojvDscZ,true
0.0813943889880111,5,iz6HBLq1,true
0.6690439448442269,5,11jfq3GW,false
0.03383852081591354,9,zvQipCNh,false
0.5775792806682383,7,iXEfujJG,false
0.6746597972860147,6,dqcovLbq,false
0.232533352665794,4,zAr5vvAg,false
0.4338254366826291,3,hlDA5Hdt,false
0.2874679980059609,1,uODi9JEc,true
0.04937568187837593,5,XTsDl6we,true
0.7453669982343614,5,klxTCPDe,true
0.8729820707641187,8,ox7BZyO1,true
0.4409434291830008,9,3XQygk4c,false
0.29878827956814935,2,nKkUTiTB,false
0.037753664380512975,4,VxipS3zj,true
0.389766173300522,2,UCV7Ry3Q,true
0.9899099914845775,9,Ol46Hpie,true
0.713999938517125,2,mIQ5VxAs,false
0.00011861617231723187,5,vuNSchfI,false
0.9624064832377344,2,jkpcBejz,true
0.8223977708847148,10,ZmUMFTZY,false
0.6453012970534076,4,UXT2Mj2j,false
0.5852638255379037,3,OEqYumnx,true
0.7384894255192238,7,nEf0iWqC,false
0.1816368838735427,2,zaAAW0KM,false
0.45689569331287183,1,2S5eGBBS,true
0.6128953808768087,2,zMPqddax,true
0.6097017028944254,6,VL063ftq,false
0.16658110048488273,5,NlrkHwxJ,false
0.3797025193415866,10,nx0oQyCM,false
0.9076342910321076,7,7XuyLPW5,false
0.9597914043576934,8,ppK1WoVr,true
0.01486422008441246,2,H7158NkC,true
0.9131900940690298,5,Vn6afutk,true
0.4545889046145646,2,tZqwdN7E,true
0.7227232223633926,8,LpuY86mW,false
0.0073761958296341135,4,xrPD9dP2,true
0.1288657523470378,1,iUYqplzq,false
0.8637879689491965,5,LOXFPhse,true
0.10943057021705016,7,VJO64U66,false
0.3481287465559797,4,Tx4ak42Y,true
0.8093958552038945,5,yJMLGehj,true
0.8606060259859956,4,cM8DTKpq,true
0.1979384298340796,3,5amhtPY8,false
0.6199933389661056,9,MUkgvMmN,true
0.35803220901520927,10,FmVzXqqW,false
0.6426461519045601,8,ECeIRjhz,true
0.5046356906910014,5,vV4mpTHe,false
0.8326247048678783,5,hZuDCM8s,false
0.9266523793720338,2,HAiUODen,false
0.890453005227541,9,jXdpSqY4,false
0.24010923295524877,5,t0Hek0w5,true
0.6200979201598038,8,YYZ0TTmp,false
0.11110483062771137,2,pRa39GFJ,false
0.2752896502286566,9,qYWspxfv,true
0.4787497436118737,2,7z7UeboY,false
0.6900890043160912,2,q8mAt0yv,true
0.502345510284077,1,ma0sspho,true
0.399330900829584,5,auDsl7q9,false
0.2560670419574689,7,1WtE9V8A,false
0.07604174185111678,8,m3JO5Czo,false
0.6241164503524121,2,BLMnRe9I,false
0.7111003944359275,10,VXKzAJDC,true
0.6595795784147636,10,0Kkhqgpq,false
0.17831561041779498,6,ip8kWpxx,true
0.35259240424733096,6,pjk2S2xj,true
0.06202369656317197,4,yd8Zn245,true
0.5413805716438878,9,ipty1UbJ,false
0.8918996382316782,10,xCDz5xhM,true
0.8281892657829879,4,SCsFU6et,true
0.19086211238121997,1,hwcLSYBs,true
0.48530478614838257,5,WYcpGKmm,false
0.5606718693831505,4,G9G5klua,true
0.1949561322633815,5,SNizKFWt,true
0.47696373831705685,2,SAedKXq9,false
0.022464645272842088,2,slNeZGhQ,true
0.46401557053381515,7,gM9k86q0,false
0.3771126474099036,10,8oUzHwng,true
0.7661608300186342,8,h6G1Ekif,true
0.7895168035433136,2,fzMLRWBQ,false
0.0036393993936674196,8,BEMXlXBd,true
0.3256180285522017,10,xPqpmZld,true
0.13211429945591902,8,LzufW2Wz,false
0.7547299282143207,2,1ykViQPJ,false
0.9179413935714964,10,DImDLy6o,false
0.8476622095540942,4,ZdbbLBnC,false
0.787898517293486,9,44bax0Xb,true
0.12247445984351102,4,L4smatiL,true
0.025669380064661684,9,2S1hwOod,true
0.24222826743606496,4,LokErPME,true
0.06633403579193287,4,8UM9t2hr,false
0.9165647699664188,8,6UGdJbaP,false
0.9214187649658949,1,lJMNEnr5,true
0.20765114532518303,5,nDY3nRXy,false
0.7579467424117943,5,rGo4xfRv,true
0.7132690713881009,9,UHhv94Yl,false
0.07096213302004784,5,vZaH9mAh,true
0.6077223195184636,9,54lmd2pI,true
0.9395778593712474,6,4hR6KFnE,false
0.6414543622047175,9,hjljCO7d,true
0.9827093184279809,3,0cQycbFE,true
0.3943267584953374,10,XxfW1F5h,false
0.48605502281886404,7,NSJ4hkLg,false
0.17704956579610998,6,yHeLw2uY,true
0.7977732314561958,2,rtMt5UCE,false
0.9036742177233386,5,6B4Gz3hE,false
0.27768473789906056,8,PuxHZydg,false
0.8850584081084643,6,X3GRJ5At,false
0.08270399000557971,4,e6zVwfny,true
0.7436022442817449,6,op1dxiKB,false
0.20136271311556375,9,0cK8oP7c,false
0.08755714214593513,10,rdz6uYfj,true
0.5257115040112375,10,QuYMwRsD,true
0.5925752755925717,10,VZrq4ZaV,false
0.21441136524703475,4,rOtQzvc5,false
0.16749093732394593,6,MTpseA5Y,true
0.480136422566092,10,aIwhcQnJ,false
0.06745872108272066,2,HetbLpAD,true
0.6282060351141945,8,WsvVE5cW,true
0.3045747637567977,1,GlXiB6cz,true
0.5796672505978351,10,8v4wGMSG,true
0.7764359077318963,5,UrPqr5tg,true
0.17396090220689686,7,8tmrXo8H,false
0.8212171457473691,5,mexgBSUt,false
0.38387976312973615,3,Nw70HJ2w,true
0.8427463111140439,10,IspHLLca,true
0.4109769068186677,2,qMD00B1a,false
0.5756857212145898,2,c2fBpap4,true
0.11930528067598112,6,2L5dtiPN,true
0.996095316093728,6,sB61XuFQ,true
0.39593002687839585,1,DaTOk7sL,false
0.8467403485542344,4,EYwCnMYr,true
0.38909768784619914,2,5qj6TivK,true
0.9623360367841616,1,WIyhUNwy,false
0.02860884257108154,5,GNZvn73v,true
0.8394846494013359,4,kPe20VSI,true
0.7401067214038775,1,v2dIwtRL,false
0.7451972048897908,1,u09FkMkO,false
0.41877291092687874,5,XLKjEINU,false
0.5739691889780747,8,ym3Tsn6S,false
0.1544136560519369,6,9zmg6Uop,true
0.15084873994815817,1,XSK3tf19,false
0.9650346960798182,4,a0zgrmHA,true
0.31181871184468335,8,oBw5pYIp,true
0.18689118783571357,7,MNHyO2Ue,true
0.04672466252821894,2,ALyIEgME,true
0.578410827875327,8,VEicfx55,false
0.6834483233175832,7,3nYKhTOM,true
0.00792072865250204,3,YNrQzmpR,true
0.7440510400522489,10,rwu7A2vb,false
0.3588833580224029,4,Qb5LVHxw,false
0.759024018199727,4,56wHstlG,true
0.39827002923217614,3,RrbgcLPj,false
0.451018004934713,3,Vxylb4LT,true
0.8786331155333227,1,6P3lfOAT,false
0.9110398537545341,2,LeqOvfQx,true
0.889145471968241,4,WMSegJq5,false
0.8881787059643893,4,4xgfdHvv,true
0.38623593295353276,5,6liMWwzg,true
0.3097719341727354,10,J5SJq226,false
0.23714135550986093,10,GCpo3L8R,false
0.8412296146782889,5,HsbNqgeT,false
0.3717016070097854,6,5Bj3bABm,false
0.7072851212541371,1,NNkVTNIs,true
0.28586983288295276,6,C4WVGmqT,true
0.7246140651479405,8,FZYn23zh,false
0.5746696987428264,10,bwLP3DH0,false
0.23739940843263296,5,XFFTuY19,false
0.8212670904755044,7,MGw649PB,true
0.45946546292242374,7,DUY6FhGg,false
0.14091552208306646,9,w9r4m8RT,true
0.1306105753545732,7,eIA9yIf3,true
0.5122784208336011,9,CHbFCbw0,true
0.5175512132880951,9,vpSre3eT,true
0.7874263297779227,7,U4hVnwFW,false
0.608267686689635,7,MA6M0DLA,true
0.22346067213644383,8,umxJ269u,true
0.3901030149851179,8,yN9JvaZ8,false
0.7204748612890508,10,8E1zmfJn,false
0.33944432756876686,5,LU72ncbI,true
0.933822749623908,2,yZgGf37W,false
0.12570439971949665,3,1eiFXrnV,true
0.7185274397621282,5,prX2MHyU,true
0.6568848565743162,6,IpAqkkyr,false
0.7496532336471584,6,dcmgC81J,false
0.3321950239334095,4,W4AmCpqr,false
0.05872413490446804,6,yWIG1gfv,false
0.052523961729211255,5,KbPUckRh,true
0.3892551576957326,9,s3yJh5Sv,true
0.33894110821805845,4,OhG8b74h,false
0.8806166342949211,1,BhrSFgQh,true
0.27088896829804665,10,ca1Fp9uM,true
0.47202960898057666,10,dpe2CcZq,true
0.5959818622397965,9,d20KZu1B,false
0.45969110220903553,8,wV7AAbtH,true
0.2481799232530304,7,A0ztEOQR,true
0.8935527882146697,6,9UPCWpck,false
0.28280008603840256,8,tfHcdbnX,false
0.24993436956437365,8,0tAHAayf,false
0.7346362164362843,6,PA96icI0,true
0.8926012528094884,6,7c5HqpK1,false
0.3080537846345792,2,jbELkdXC,false
0.5767408064337303,2,zTyJbZSU,false
0.826072148906041,6,npReBgXK,true
0.7292739782274054,7,BIMtHdtY,true
0.5664464545106382,2,AkOBhYc9,false
0.8971031669379623,5,l14XF68C,false
0.9640517577669163,9,fW8jsVVs,false
0.7113625235415928,6,hKQgsZP4,false
0.3072542087127912,1,Y84nAi5w,true
0.4433622491383513,3,XVtqsp17,true
0.7971945743445323,4,USN62q8n,false
0.09807394627810795,10,DfzDljJl,true
0.7613606977854899,5,cui84HUS,false
0.7201900955069305,1,Y9s2A8BW,false
0.10415022655650197,1,IMPsA0vR,true
0.7368578226607145,6,fuF8jRwk,true
0.7908011332897456,2,UJYE6P0M,false
0.9595053232766546,5,dYOyuqw7,true
0.6682256362978576,6,CPH9HYcO,false
0.11741491357844458,10,fVgmjaAZ,false
0.24828840895834015,5,IpHEHroR,false
0.5309230288983287,5,3UmhvHLF,true
0.4969160388388738,10,1zcuBXAv,false
0.35724488395067766,2,nDKCs9z7,false
0.9291756981488681,7,OCviWeY7,true
0.08741572283754362,6,nWumJUWA,true
0.9843987512794643,1,7oJZWHlD,false
0.8554785467194994,10,PANqjzeD,true
0.6403491281177107,3,1QAmeWjT,true
0.17255217000562872,3,jsi687RE,false
0.6061366401577817,9,RVac0jNV,true
0.04217783790127361,1,KA8A9tGH,false
0.1699093063932866,4,tZiaDMro,false
0.4399277077037158,6,Y1RaZmLd,true
0.20378037511195202,8,8FpAYRyv,false
0.6520579949593199,5,IP1vZupP,true
0.28379123183777755,1,8VIb15X3,false
0.481523150782317,9,L3DDlQZI,true
0.12096234870404499,2,ntTUu1k0,false
0.6247191086261472,9,njgCnf0n,false
0.5976226987523012,3,6vlcObi9,true
0.735035068126958,9,IHEeFBlw,false
0.7060766228720572,6,iuY710Ng,true
0.19403077205017394,4,JmWcslpi,false
0.9152612845552619,2,PEBL4Ipf,true
0.6402969189909458,8,mfXJfALk,false
0.0651335506563191,1,3wUtlnAk,false
0.464978209398367,3,Dmr1FDIl,false
0.8637450203737105,3,l1qat316,false
0.7542613318914169,5,wdFJGLF6,true
0.3694063358383184,5,1Ei9vQuv,false
0.13140525340390274,1,Jf3Lg3Bw,false
0.9905475472149945,9,ignMFPl1,false
0.21212443202836528,10,LIFVdiFF,false
0.269384418625646,6,kfKiHzDr,false
0.6882054093175758,3,HdIqz1rB,false
0.7593782761302841,8,LIvZ2xDz,false
0.6310641314325129,4,5rEi39Fb,false
0.8625592853931399,4,FcDQYFPL,false
0.7058226571012949,3,9Hp6IBUv,true
0.7989455398712535,2,V9wMLr9d,false
0.3842250669272833,9,g5XHwTLR,false
0.2043735324324576,3,rcDIfVgF,false
0.12773201182271143,7,8wUTPIU1,true
0.6896052568420563,7,R8QRFuPo,false
0.030363292548877707,1,mY9JmUJo,false
0.786935599745517,3,15B8Ah9h,true
0.48830109497510343,2,PgMXDCYW,true
0.34031290829164207,10,iypnNROE,true
0.4133724528478402,3,WIy6T0yw,false
0.9585187710138019,3,cavkUD1s,false
0.4774765928894218,1,hPdEBQhR,true
0.7666966991195707,3,0GjWvuJY,false
0.9291940618250298,8,mxgt9lto,false
0.40402072054973237,2,bKzK4mI9,false
0.7896306682419183,6,bOiESgSl,false
0.8948395362189292,6,b9rMB25F,true
0.018453657350991026,8,xcuX0qE4,false
0.2188314175346342,7,Pag9NOHU,false
0.05506052732504241,6,8Jlxv6iW,true
0.3462337905998909,8,h58LE80o,true
0.28900649685386415,7,0c8xuy9N,true
0.15152211787458314,4,A2b0wTcd,true
0.3767428790509175,10,fpQ7Awyw,true
0.3762819703823095,9,ygBvCq9C,false
0.5429448642820716,10,yfB1ogEe,false
0.6531710106359834,8,Pf7kUzoY,true
0.7052273430144318,6,tyoXpTee,true
0.5691032544014176,9,X2KK4VOd,true
0.18547275185410173,7,fp5jJsMm,true
0.6019554306118102,3,RIENk8Rl,true
0.5423281107155613,9,SJp9MvHd,true
0.6635872292424316,1,n0xcV6bQ,false
0.7802695070738646,9,sTRHGy0A,true
0.6338831040157895,7,MiQjjnTh,false
0.8237085059825546,2,xKo7PRjC,true
0.4770630122104771,9,maKWL4PL,true
0.2036991464544553,9,OmeU6My1,false
0.8457354288396675,8,n013Jpb7,true
0.35459013623841895,7,vtARLsBb,false
0.872702799423617,6,jc0qk7bh,true
0.1568105473844028,3,9LOi4fEb,true
0.4344866451833984,2,jTIAeSbD,true
0.05056939220228762,1,cYuHnb83,false
0.87790432401517,6,vIfSkKdD,true
0.8404788929017006,4,fSpDjpod,false
0.25951894457069713,3,ZcAptDLQ,true
0.21516021832714372,2,GUb4Xx7E,true
0.5046986578218602,3,JHYbZOGh,true
0.5873984950755939,7,vHOxUrTp,false
0.6062994276927773,1,DxkGjLrx,false
0.7702967789518984,4,za5y2JV3,true
0.8792689547249419,6,GWgJ3Zj8,false
0.011142117265046547,2,KrSKPNfo,false
0.9660362160909728,5,Wjq2SPqO,true
0.5909915857987549,9,Md6NTACu,false
0.6415305509800624,4,ioERCYwC,true
